tempo,beat_count,rms_mean,rms_std,spectral_flux_mean,spectral_flux_std,mfcc_0_mean,mfcc_0_std,mfcc_0_delta,mfcc_1_mean,mfcc_1_std,mfcc_1_delta,mfcc_2_mean,mfcc_2_std,mfcc_2_delta,mfcc_3_mean,mfcc_3_std,mfcc_3_delta,mfcc_4_mean,mfcc_4_std,mfcc_4_delta,mfcc_5_mean,mfcc_5_std,mfcc_5_delta,mfcc_6_mean,mfcc_6_std,mfcc_6_delta,mfcc_7_mean,mfcc_7_std,mfcc_7_delta,mfcc_8_mean,mfcc_8_std,mfcc_8_delta,mfcc_9_mean,mfcc_9_std,mfcc_9_delta,mfcc_10_mean,mfcc_10_std,mfcc_10_delta,mfcc_11_mean,mfcc_11_std,mfcc_11_delta,mfcc_12_mean,mfcc_12_std,mfcc_12_delta,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,track_id
151.99908088235293,75,0.50021356,0.22126439,1.7956792,2.3881764,-93.790596,82.52842,0.19628954,117.96302,57.30507,-0.08521281,14.628389,40.388878,0.059085563,33.675095,13.874364,-0.0010817752,11.840092,14.399766,0.019613156,13.2544775,14.563613,0.021012712,5.184902,10.444903,-0.004497216,5.152506,13.330231,0.0126952855,-0.46126288,10.418774,0.01735772,2.535642,11.088157,0.020709611,1.0297939,7.9981313,0.0023137308,5.9252877,7.2640023,0.010585542,4.147635,5.9870753,0.007603302,0.5467699,0.6939392,0.53773975,0.5491223,0.8168987,0.6298883,0.7303552,0.6332136,0.4582486,0.6149235,0.47593445,0.518484,1ZDc7YpLxJeDn4Dumsx095
161.4990234375,76,0.1781287,0.15639776,1.7437569,2.2566178,-94.57401,76.11126,-0.05450957,91.03816,35.461266,-0.0059700604,-10.64117,26.574364,0.057067074,-2.92707,23.491535,0.049222946,-14.689856,16.116571,0.024531208,11.674637,13.255969,0.0109308725,-5.849408,11.760474,0.029732337,-1.0970924,12.892783,0.007849406,-13.86532,11.260331,0.015174338,-3.4624503,9.76952,0.008590444,-7.432125,8.670687,0.010810302,-3.0697057,7.010223,0.0049389107,-6.847,7.299506,-0.0049857236,0.47618017,0.47930062,0.5214256,0.612441,0.64611053,0.66626424,0.571872,0.7008566,0.7579954,0.50575626,0.5542917,0.52925146,52tyA5PDC5veclwTVmvEEx
161.4990234375,78,0.5107903,0.07605111,1.9520409,2.8320537,10.373555,56.8717,-0.042682853,51.991432,16.571981,0.0063903057,15.392668,14.969399,-0.009250474,38.262394,12.231982,0.011631093,9.162421,6.3925505,0.0017348418,24.889437,7.8210263,0.003180334,12.01049,7.6337433,-0.0019985796,18.842997,4.391937,-0.008058507,11.889785,6.5696855,-0.003954519,12.376737,4.622508,0.00014500869,4.2068686,4.317544,0.0029809934,9.369676,3.798129,0.010194224,1.2823858,5.2247863,0.023240086,0.43982908,0.57398367,0.59441364,0.4898885,0.6772605,0.628842,0.59634686,0.6666094,0.71838486,0.64276224,0.7503971,0.95764905,1SatljanBAyeiljzNXnyxz
161.4990234375,80,0.15300833,0.047420874,1.2389752,0.9612217,-27.39602,43.887318,0.03325882,47.235023,20.73433,-0.036887445,-0.67411196,19.352633,0.011963986,0.7637674,16.208275,-0.005538914,-6.907606,12.986203,-0.013375949,6.922182,14.053024,0.0036869794,1.7522396,12.138638,-0.0028626395,9.366658,10.618618,-0.013299347,-5.49396,9.448138,-0.010424618,5.4099493,9.0374155,-0.010515627,-4.0263157,7.6938977,0.0017455473,4.5347543,6.015133,0.0026350594,-5.3776245,7.3728137,0.0004633307,0.337541,0.5015958,0.41163287,0.4215018,0.46009547,0.4550841,0.77364826,0.5434338,0.48071945,0.40179735,0.34269223,0.34027663,6NOMfX95ei3MYvs7pIbUzL
99.38401442307692,50,0.26183483,0.06447758,2.1449666,2.9779167,-118.62068,75.233635,0.3855399,45.164536,31.220364,0.05561773,26.364944,25.77834,-0.016085476,41.983116,14.444697,0.038540818,25.211664,8.593271,0.015157589,36.78214,8.396112,0.02862123,17.96705,6.5909023,0.014533123,23.295921,5.6135354,0.015240681,10.083024,6.239522,-0.0009751888,11.227353,6.3367167,-0.0014636716,6.2142467,4.7095237,-0.0017189042,7.4255204,5.63857,0.002392982,5.056086,6.7460475,-0.0023976734,0.64372754,0.4095816,0.478978,0.36427665,0.39164853,0.4632368,0.5367587,0.89418477,0.97253156,0.45442182,0.6455895,0.6644869,3jHJXEhWhdHrkuFeSwhE0Z
103.359375,51,0.41602597,0.13377361,1.2385205,1.0085752,43.45478,51.42764,-0.020863114,67.2116,34.072205,-0.05995906,-3.8526902,21.025028,0.038328655,18.597486,10.439979,-0.0053146807,5.0373325,10.251444,-0.019544605,13.986716,8.137969,0.004304987,-0.6793305,9.651872,-0.009253269,11.978344,7.872542,-0.0037075654,2.6406307,7.8705153,0.005275803,7.7975335,7.1158423,-0.0009178805,3.3437996,6.814337,-0.0046137907,6.486285,5.6150885,-0.0004978844,-3.5994434,6.0000095,-0.009962443,0.6595546,0.6475988,0.8796471,0.7492161,0.8028734,0.7199115,0.6831219,0.6933576,0.77058995,0.7967157,0.73016804,0.5789472,3f6LpfaDNDy7gtYZFHg5Km
80.74951171875,40,0.30748424,0.060806066,0.9940922,0.6248401,-29.360025,67.82059,-0.033405386,123.54896,31.299122,-0.00034435024,-14.477699,21.223839,-0.009841937,33.427414,10.621439,-0.00062257954,0.72798705,11.073655,0.006581981,16.869783,8.96754,0.0036044992,6.5210166,10.86122,-0.003427617,10.4914465,7.398138,0.0026027656,-0.503931,6.1559525,-0.010350542,8.816918,9.177498,-0.008497824,7.5219817,7.157123,0.0011698307,11.66453,7.4799576,0.0069146547,1.379492,7.756366,-0.0058145784,0.3339917,0.37220472,0.37658218,0.41262424,0.31250837,0.3832678,0.77468884,0.46683392,0.39232472,0.35165077,0.39009452,0.8504132,2UkJVFIbRG9FyqHG4E3Dje
161.4990234375,49,0.20112227,0.06234401,1.057793,0.48565176,-69.73222,61.667927,0.0024116829,143.2013,40.248287,-0.025405752,-51.06847,23.421425,-0.028069321,23.045082,11.531508,0.0038730027,-0.5774995,11.748093,-0.034830686,12.067724,10.062934,-0.006213896,0.9688012,9.4282055,-0.01361288,2.8453374,10.8010645,-0.0068439487,-3.6304429,9.265586,0.004651206,-0.31001607,9.243088,0.001263617,-6.125052,8.823736,-0.0076904576,-2.2795281,8.748858,-0.007799406,-4.7746663,7.3159566,-0.009012562,0.38753358,0.3897043,0.38351807,0.4849247,0.4622543,0.42566073,0.39353892,0.4354,0.6601241,0.54986197,0.6385511,0.44013742,08KQZbwrjvdXQrnzv9gxG6
161.4990234375,65,0.23215017,0.22625574,1.7865981,2.6741033,-139.58209,156.64925,0.30752802,53.32299,43.663242,0.059077684,8.567255,28.743736,-0.060773216,16.344292,24.622185,-0.016869435,3.8853533,17.641506,-0.023684543,10.288128,20.963154,-0.0118943,2.20531,11.23161,-0.02955478,4.614127,11.044085,-0.017875373,-1.1278948,11.583186,-0.015130762,7.237495,7.155105,-0.009119157,-0.9459897,6.6411834,-0.018131843,3.5786269,6.439521,-0.013238848,0.31948593,6.12799,-0.0069240876,0.75768346,0.59090537,0.42262477,0.37511015,0.41604903,0.58764035,0.40620565,0.4346579,0.4612217,0.46209368,0.5008132,0.56286675,7tCSIsqgEwzdCqZAw8wjrd
161.4990234375,81,0.38852063,0.08504278,1.5643324,1.8166394,42.975914,40.903534,0.16030975,77.97804,25.981163,0.029004598,-0.7343708,19.150808,0.014601372,13.222436,11.085804,0.0098289745,8.222967,9.934195,0.0067057787,17.028502,8.679719,0.003300912,5.443136,8.023146,0.0020465232,4.125216,6.1988807,0.0041512134,-0.39760265,6.264148,-0.0018552028,7.497963,6.786979,-0.0038886336,5.2619796,7.5670853,-0.003804274,10.798402,7.4952946,0.003631933,4.3066525,8.433177,0.005495625,0.89082646,0.6816901,0.54552484,0.46773112,0.5475604,0.6453525,0.6919672,0.7707434,0.8562659,0.8386303,0.54151356,0.57101977,2Gna1s0f2aYuCZDSw44QYD
161.4990234375,80,0.3100456,0.1658941,1.8047779,2.223617,-78.39488,69.47269,0.251542,84.97502,27.843979,0.007531729,4.2063704,26.692036,-0.044438336,20.735554,19.905539,0.013627161,20.18036,16.099003,-0.008621896,13.460318,12.06277,-0.028087616,5.5961514,11.548549,-0.0140479,11.154901,9.787559,-0.005639999,5.2598534,8.618157,-0.010810604,10.828239,9.0575695,-0.009918602,6.1498923,7.7996297,-0.0016486654,8.825731,9.503906,0.0022149375,2.7264764,6.934261,-0.013260715,0.5690711,0.48663548,0.42916813,0.40731415,0.3784929,0.43013203,0.46427563,0.53670436,0.6167681,0.7266007,0.7139167,0.5592978,20X3JnZ5J6eNGXpypFQNxa
161.4990234375,42,0.44599277,0.21892019,1.6876153,2.5806148,-123.49335,107.61914,0.42480558,113.68781,43.995205,0.069111116,18.064749,22.54725,0.019389793,29.487335,19.721813,0.020791756,13.877503,12.93346,0.013024756,9.381375,15.477295,0.009779106,1.2345222,14.958874,0.0030724572,6.9963174,13.647946,0.013153414,1.5718225,11.800844,0.014872316,7.499773,11.731329,0.024123102,6.8112273,6.4651027,0.0133051565,7.971731,5.420166,0.002399437,3.3034828,6.7491326,-0.0039205877,0.5704358,0.5736295,0.53637457,0.4551881,0.7198898,0.84788275,0.46620873,0.5292781,0.7241245,0.8616651,0.69626546,0.75824964,4zr7hfFkbtPBUc9c1CeJN6
161.4990234375,78,0.26505065,0.12173529,1.4312127,1.145055,-8.634619,71.969734,0.38887382,70.7241,26.841461,-0.052779436,2.9770987,22.141838,-0.04122449,2.6328163,19.410896,-0.024169363,0.10466074,15.371395,-0.012352082,2.383674,15.89937,8.9781206e-05,1.5435946,13.449729,-0.00083488796,-0.39560267,12.273363,0.00038881382,-3.898684,10.771864,-0.0019279508,4.728799,10.747922,0.01808269,-4.3115234,8.837312,0.00454741,4.755109,7.57033,0.004512285,-3.159477,7.356637,0.0025647075,0.5855903,0.57146376,0.5809967,0.6441058,0.7358595,0.5326587,0.46210235,0.51869786,0.6537644,0.7478909,0.73812467,0.76982677,45f8hQO5e28l0KiCfP6OWx
161.4990234375,60,0.22284158,0.06434474,1.5086005,1.4973949,-5.2132306,79.65854,0.44840974,71.313156,24.545237,0.032974713,-7.546528,17.988792,-0.0065746927,10.09443,15.15545,0.01145347,-3.1094933,11.885303,0.0058045588,-3.5798082,15.287901,0.012413999,-0.9829725,14.3678255,0.0146429455,0.6577547,10.054117,0.008566403,-4.0903273,9.359625,-0.009393863,-2.6050322,7.8864284,-0.0006359428,-11.599595,7.1022916,-0.0045696935,-3.3642383,6.7884026,0.0015782511,-8.802835,7.592786,-0.0035145062,0.7910701,0.59712213,0.49143258,0.5736687,0.52524835,0.67278373,0.51727575,0.56732804,0.54019153,0.70988137,0.6608769,0.65372944,74LWuJ28wzfUBCYxRWyd7i
151.99908088235293,61,0.31192124,0.13245901,1.7149934,2.069456,-6.709598,52.976036,0.52397144,77.36136,22.817804,0.08109979,7.569178,17.695574,-0.009285415,5.1909094,10.850749,-0.008538029,5.260656,8.944491,-0.0076843724,10.5741205,10.653315,-0.0028537214,8.196242,8.424215,0.005934855,4.2740836,8.523226,0.0028660453,4.9259715,5.9371543,-0.001345723,11.938959,6.1647863,0.005651697,-3.472737,7.3977585,-0.009568384,1.1533898,6.3723054,-0.0021453458,-2.0059273,5.4010134,-0.006678711,0.39533424,0.38341892,0.5197359,0.5805854,0.89143246,0.49281806,0.4169637,0.56403947,0.58609545,0.551048,0.42635664,0.51726806,42dBUwO0gBAgMtsjdAPMl8
151.99908088235293,74,0.52139014,0.10945427,2.2547166,2.9311922,-47.04029,72.37382,-0.041595317,65.013855,39.92046,-0.02258182,24.898514,22.872364,0.037225366,36.7726,11.198561,-0.008452508,21.961246,12.055896,0.010982527,27.937452,12.920098,0.021944426,18.422243,8.573023,0.006237842,17.987541,8.745261,0.020417914,9.884389,7.433976,0.011755633,14.985028,5.7193403,0.0015938493,5.0409455,5.356108,0.012073913,8.279834,4.602796,0.00832153,2.5692413,5.6398463,0.016532738,0.5859046,0.4005443,0.5644928,0.5742054,0.5519909,0.42276984,0.61818415,0.55960464,0.618201,0.6019361,0.9905252,0.7541464,05xZ98wGwpDo4ZQevHJiHQ
151.99908088235293,65,0.34970716,0.15887022,2.0900602,3.115054,-93.39537,97.41038,0.35375628,91.15082,73.170135,0.04439911,4.6054206,27.15017,0.016884174,34.26083,14.204843,0.027870467,18.790466,12.927925,0.01921194,22.377386,13.45426,0.015511597,15.689391,10.285672,-0.0070699835,13.2466545,8.409413,0.006066051,7.0685134,7.443284,0.0028415397,12.782855,6.883849,0.0034301067,3.3721483,5.563567,0.011063944,7.275618,5.6205645,0.017663002,1.8459809,4.590801,0.0055353795,0.5960268,0.38978815,0.5672189,0.50059956,0.52867657,0.4299032,0.59225845,0.5503867,0.5618412,0.52604717,0.972719,0.5881194,3AF3nGA0feGjLByXNvvSKJ
151.99908088235293,69,0.21448989,0.13260074,1.3712316,1.5883968,-25.563108,76.35412,0.18788837,66.21385,30.545454,0.0012145825,-12.364572,23.285688,-0.006793353,17.454454,18.258326,0.0014695708,-4.5107408,12.997608,-0.01768643,2.133631,14.420746,-0.019803513,2.0414944,12.109601,-0.010452931,-1.1760195,11.958387,-0.010777027,3.8934095,10.681711,-0.007979295,6.0670176,10.250832,-0.0051063797,-0.6651416,8.037582,-0.00756608,1.7389501,7.650048,-0.015003455,-4.136356,7.1809726,-0.013690843,0.4688727,0.37513116,0.31025827,0.35679695,0.4386634,0.9120337,0.5826495,0.4022768,0.38119236,0.33984268,0.35456237,0.3148652,3Bi2SYUeN1CRZBvu8ocKND
161.4990234375,80,0.26554927,0.10698804,1.2651109,1.1063912,11.661583,54.123943,0.09597788,77.642876,27.45582,-0.04761153,-32.915203,44.99244,0.010050506,24.74042,11.380196,0.0016225957,-5.708073,20.207197,0.002814662,-1.6108327,11.398946,0.011690464,-10.872932,9.211041,0.014268045,4.629853,7.9244447,0.0022939795,0.014159117,7.47166,-0.0020854531,5.0161943,7.9822426,-0.00066868734,0.9817469,7.546643,0.004268543,7.149701,6.1595325,0.007049547,3.584352,6.6351333,0.0031630949,0.58069485,0.77740806,0.63421094,0.64622146,0.5852027,0.57803833,0.5925399,0.52485937,0.57482845,0.5294577,0.4991125,0.4035686,1q9Ds8nsZqNYUAzlsNo7t2
151.99908088235293,56,0.37366992,0.12244211,1.9570649,2.7229068,-47.350567,92.12414,0.4161189,60.019917,30.185177,0.040897533,29.773045,31.369486,0.0063155205,25.006428,16.93019,0.01789206,13.7012,14.801267,0.00854003,17.03704,12.366359,0.012568955,6.298001,9.653419,0.0035614127,6.887139,9.252162,0.0075177746,2.9158864,10.531238,0.0029435991,11.255347,9.255737,0.007837884,6.69412,6.8274193,-0.0035291212,7.672433,6.2558966,0.009929947,-0.76381636,7.384845,0.00074864505,0.3737107,0.44603047,0.45376337,0.40522903,0.45648655,0.58442175,0.519624,0.58815217,0.5643675,0.8056444,0.8192349,0.8288695,7ljQIZUFYvlqG6TDclQDXZ
95.703125,48,0.2914438,0.08854944,1.3435174,1.1629634,15.962495,27.848707,0.04479903,42.994858,18.255047,-0.009910578,-7.383581,11.556424,-0.008786142,26.951963,11.753815,0.006228678,7.525891,7.7706947,0.009385483,24.43752,6.2531285,0.012799907,3.2798276,7.374767,0.014400129,9.488827,5.438285,0.010035167,1.9052722,5.4196086,0.0063277488,10.866395,5.356788,0.004726933,-1.0393596,5.679616,0.010139602,4.579851,5.6594543,0.013820134,1.5267987,6.131965,0.020636825,0.5484035,0.36613986,0.40996662,0.368649,0.4406608,0.47773945,0.4744754,0.5665733,0.8134621,0.6813306,0.94857436,0.6017298,6C3vS3o69ZX3JvX0onzFkT
